ItemID,Sentiment,SentimentText
1362,0, aw damn somebody hit tiffany on nxt weeks episode or somethin?? Hellllllll no I'm def watchin nxt week lol
1363,0, aw i hate my heart sooo soo much. but it's ok.
1364,0,#NAME?
1365,0," awwe it's over. But for shuch a short storm we had it all, thunder, lightning, wind, a little bit of rain, &amp; a  brief blackout. More!"
1366,0, Awww cmon moodswings..
1367,0, babe i miss you! How was wet n' wild?
1368,0, baby ethans leaving for the PI tomorrow.
1369,0, baby. I'm so sorry your back hurts. Maybe when you come here i can oil you up and rub you down ;)
1370,0, back freakin hurts.
1371,1, back from shower.
1372,0, back to college for me now havnt had any sleep very tierd! hope its nice and sunny 2day
1373,1, back to hotel. time to start work 
1374,0, back to maths. i wish i could stab it. but at least i have another red bull 
1375,0, BB is on again soon..... ARGH!!
1376,1, BBL ppl ~ have to go to school~
1377,0, being grounded sucks
1378,0, belllly ache.
1379,0, bestee went to get pamperd wit out me (sike) she invited me but me not in the mood. i still &lt;3 her tho!!!!
1380,0,#NAME?
1381,1, Bethenny Frankel Starred In Hollywood Hills 90028 http://tinyurl.com/qytxx4
1382,0, big giant fail on my part this morning.
1383,0, bit disapponted with new DM album. Hope it's a grower.
1384,0," blah, my legs still hurt.. stupid steven. XD"
1385,0, blonde moment @Sammy_Bunny  thihi
1386,0," Blonde moment, apparently i booked the tickets for tomorrow not today. Hm...oh well till tomorrow."
1387,0, Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji
1388,0, body shop 2morrow. Side veiw mirror is still MIA. SMH at $400 price tag.
1389,0, BOO. I always miss the good stuff!
1390,0, boooo! My iPhone is dying!
1391,0,#NAME?
1392,0, bored in work! Bleeehhh just had chilli for lunch
1393,0, bored&amp;&amp;my foot is killing me. hopefully I can still go to sandhills this weekend!!making my RAMEN N00DLES so I can take my medicine. brb
1394,0, bored..i've sat inside this house the past 2 days...sucky
1395,1, bored..yo!
1396,1, boring.. wait! i will comment on my friend in FS frst! ;
1397,0, bout to leave NY bak to CT--damn I been comin out here err day this week! Lol smh jus makin quik stops handlin bizzz
1398,1, bout to party in a tent 
1399,0," Boys are stupid, clingy puppies who need to be kicked sometimes"
1400,1,"' Brokeback Mountain'is so beautiful, and so amazing, and so freaking sad."
1401,0, broken again -.-
1402,0, broken bones suck
1403,0, broken hearts will heal with time...
1404,0," Bron It's okay, next year"
1405,1, brooklyn bridge for the first time ever. yay life =D
1406,0, brug says swine flu reached manila. Now the I don't have a reason for the JB to come here as refuge from h1n1!!! (
1407,0, bummer. .. what happened to wednesday nights??
1408,0, Bus only just arrived. was sposed to be here 25 mins ago. Cant wait till i can drive again so i dnt have to rely on busses.
1409,1," But caught Bullet Boys, Trixter (Pete was great), LA Guns AND Kix (who stole the show). Hung out backstage like a real rock and roller."
1410,0, but i  love that show @ohai_audrey ...
1411,0," but idk, he like doesn't even want to be my friend,? Cause i'm trippin? Idk. It's his fault. And i can't handle it. Ughh. I Wanna Move!"
1412,0, but not with Karen anymore
1413,0, But pretty good acting for 4 year old. I was impressed.
1414,0,#NAME?
1415,0, but why not? @kathrynYO
1416,0, but youre taking steps to change it!
1417,0, bye baby. up next= one way ticket to hawaii. weird.
1418,0, byee guysss
1419,0, calculus exam
1420,0," I dnt knw, i feel lke i shuld try."
1421,0, i dnt want it! Just revenge.
1422,0, i don't feel good. I want some partyrings &amp;&amp; starbucks
1423,0, i dont fell happy right now 
1424,0, i dont know wer we went wrong
1425,0, i don't know what to put.
1426,0, i don't know why but i'm really sad and worried at the moment.
1427,1, I DON'T KNOW WHY I CAN'T DM FROM MY PHONE. THIS SUCK.
1428,0, i don't know why i'm sad and worried at the moment. i really don't know.
1429,0, i don't like crying.
1430,0, I don't think my dog is gonna make it past the night 
1431,0, i dont think yoru there... bummma
1432,0, I don't wanna be at work right now. I'm sooo tired and a smidge hungover
1433,0, I don't wanna be sick
1434,0, i dont wanna do this im gunna cry
1435,0, I don't wanna go to work.... Tired and I miss my papi 
1436,0, i don't want school anymoreee.
1437,0, I dunno what to do now.
1438,0, i failed my math final part #2     i hate calculus nowwww !
1439,0, i feel bad .MewithoutYou.
1440,0, i feel just like my car inside banged up and sad   maybe its meant for  me to get a new can i borrow some cash ..anyone? anyone?
1441,0, I feel like a horrible human being. I didn't take the dog out when I was supposed too!
1442,0, I feel like crap. 
1443,0, i feel like crawling into my bed under my covers listening to my ipod and having a cry session..
1444,0, I feel like my ipod is gonna die on me today. (The apple of my eye-double pun)
1445,0, i feel really alone.
1446,0, i fell down the stairs again... i officially hate curvy staircases. they're nothing but bad news.
1447,0," i felt so sick today, had a sore throat and had to go to a doctors appointment.. i just wanna rest"
1448,1, I finally have updated from a computer. THANK YOU DAD
1449,0, I forgot to bring my new Allegra D 12 hour to work today... so Singulair and I are flying solo today! 
1450,0, i forgot to tell you guys that I didnt make  the cheer team  gggrr!! 
1451,0, i got banned forever from cp mimo dosnt that suck?
1452,0, i got ill and tomorrow i���ve got birthday...
1453,0, i got sunburnt 2day....In Blackpool :O lol my little boy had fun tho....chucking water on me lol
1454,0, I GUESS I DONT HAVE A BOYFRIEND!!!!!!
1455,0, I guess I wouldn't be a true Cleveland sports fan without years of collapse and disappointment
1456,0, I guess i'll be home... while everyone is at BDay Bash having the time of their lives... with DRAKE! :'(
1457,0, i guess it got you more time to work rofl
1458,0, I hat3 seeing friends breakup.....im sorry frankus
1459,0, I hate goodbyes.
1460,0, i hate having to change driving instructor... new one has dented my confidence slightly...
1461,0, I hate having to work weekend duty.
1462,0, i hate him. 
1463,0, i hate it! he's mad at me again! 
1464,0, i hate lightening.
1465,0, I hate not having anyone to talk to.
1466,0, I hate pain
1467,0, I hate summerschool! @santospattyy have fun at work even though you're getting off at 10? @iwho doooit! I'll visitt you my fobby friend!
1468,0, i hate the cold weather.
1469,0, BBC: Champion Nadal out of Wimbledon http://news.bbc.co.uk/sport2/hi/tennis/8085394.stm
1470,1, Be careful... white at a BBQ is a high risk. But the dress is really awesome! http://lookbook.nu/look/154056
1471,1, Beautiful day here on StT. Bout to head to Magens Bay- soak up some sun. Loove Saturdayss.
1472,1," Beboing, Twitteringinging, TVing!  dihd i say i luv twilight yet? Wel... I LUV TWILIGHT!"
1473,0," because Boston (and fine ass Eddie House, #whocangetit, by the way) lost last nite. Boo Orlando! LA/Cle in the finals, baby!"
1474,0," because I'm a safe person, my ego was a little damaged. After a lil reboot, I'll be back to my usual Harlem swagg!"
1475,0, becca told me i would start to feel better after food. Still stressing about this exam...more revision in a bit.
1476,0, becomming a fan of bubble shirts...Haha they dont make me look as chubby 
1477,0, been a crappy day...
1478,0, being a girl stinks. Grrrrrrrrrr
1479,0, Being forced into bed. Guess I'll have to wait until moring here for Niley news (I'm in UK so  )
1480,0,"- big day of putting in a dock tomorrow.  60 degress outside, but the water will be much colder than that! "
1481,0, bio. physics. math. health. filipino. english. elections. help me i'm drowning in school work.
1482,0, blah blah blah... I'm perfect for you and you know it.
1483,0, Blesh. No feedback. And no one in my house will tell me. Sheesh.
1484,0, bluetooth still doesn't work on iphone 3.0. pile of knob sackage!
1485,0, boo (but will I listen?)
1486,0, boo for the first day of classes...summer classes! ughhhh has anyone ever had boob cramps? lol
1487,0," boo hoo- trying to open my email, it's not working, grrrr!"
1488,0, boo you suck...but thanks for one thing today and can't wait for the rest of the week...
1489,0, bored and no one is talking anymore.
1490,0, bored..... sad.... no one tweeting...
1491,0, bored.wish I had somewhere 2 go.ha
1492,0, BOREDD I WANT TO GO HOMMMMME.
1493,0, Boring English Coursework.
1494,0, BOSS marah coz i steal a few puff......
1495,0, Boston and Atlanta both out...my vote goes to the Nuggets for NBA Champions! http://plurk.com/p/ug96m
1496,1,- bouta' watch mall cop 
1497,0, brandon why do you work so much? 
1498,0, breaking into pieces...waited all that time 4 what N.A.S.
1499,0, bringing my lovely back home. Sucks. Great day. I love her. Steven later.
1500,0," British weather is back i see! Oh well Birtney, london and ciaraaaa in 5 dayssss "
4000,0, might not be able to go to Cali. Maybe Canada? Or shall I bribe my mom to go to London!!!??? xD
4001,0, might not be able to go to Cali. Maybe Canada? Or sham I bribe my mom to go to London!!!??? xD
4002,0, mike just called. he has to stay and close the salon tonight.
4003,1, miley your awesome!
4004,0, Miley's climb song just came on n the kid next to me singing it alound!  And her granny started singing it toooo!  Help help!
4005,0, Miserable day today. Dont ask. Story might not be finished :\
4006,0, miss you boys hope we see us again soon and make Party together :*
4007,0, missed my dads phone call
4008,0, Missed the Pearl Jam tickets
4009,0, Misses 8 out of 10 cats tonigggght
4010,0, misses her bby
4011,0,#NAME?
4012,0,#NAME?
4013,0, Missing the Read. Meet the team / join the team: http://tinyurl.com/djlgrt
4014,0,#NAME?
4015,1, moday is the last day of skool!! only a half day  
4016,0,#NAME?
4017,0, Mom's leaving
4018,1, moncton this week sometime .. hope so  gonna see my hunny
4019,1, monday monday
4020,0, more exams! noooooooooo!!
4021,0, more storms. God keep us safe Refinnyj &lt;&gt; Mat1234
4022,0, morning already...
4023,1, Mothers Day
4024,0, mr twitter universe hasnt let me on for over a week now. how am i supposed to vote?!
4025,0, muffins ruined cuz i used baking soda instead of powder by accident.  and now i want to cry. but it's so dumb to cry about muffins.  
4026,0," mum and stephan are argueing noo, stop it please. it will only lead on to worser things and my foods gonna get cold. what a plarva."
4027,1, Music.. &lt;3 haha! I need to get ready to walk to the grocery store (a mile away) OH! and clean my house. BBL to do more FF stuff! 
4028,0, must try to raise some funds to get better computer present one like me worn out. also need a publisher/literary ag... http://ow.ly/ejFF
4029,0," Must wait till Wednesday for new Phonogram. Can't wait, can't wait."
4030,0," my 12 year old is taking care of the injured black cat in front of our house, waiting for animal control.  Too bad my wife is allergic"
4031,0," My 99yrold great gma died today.. but @ peace, after a rough year. Sad circumstances, but can't wait to see Jes and rest of the family."
4032,0, my ankle is sore.
4033,0, my babe is super sick!
4034,0, My baby kitty is going blind.  MY Charlotte. Why can't it be my stupid sister's cat? Why mine?
4035,0," my backrounds not working, help!"
4036,0, my Bday is almost over!!!!!
4037,0," my bf left for this sea cadet thing yesterday, and i wont be able to reach him for WEEKS. makes me sad. :'("
4038,0,- watching Италь�?нец. It's really sad 
4039,0," watching jon &amp; kate &quot;news&quot; on e tv while on recumbent bike-that &amp; msnbc not into j&amp;k but,xcuse me, me thinkx Jon has a tiny organ.poor j"
4040,1, watching Pushing Daisies from last night love the quirkieness of it and Lee Pace is lush 
4041,0, Watching the news makes me loose faith in human kind.
4042,0, we hurt my moms feelings. 
4043,1, we just got done role playing
4044,0, we lost but thats ok the series isn't over one more game!!! but we had a really fun time....now time to take meds and go to bed
4045,0, well if it makes you feel any better this drive is pretty lame-o.
4046,1, well i'm going again in early july minus my mother. get jaime to drive ya'll up here
4047,0, well me seeing you shall be arranged. I don't care what i have to do.
4048,1, well my might just got made
4049,0," well she is almost two mnths old and we haven't been to the dr about anything else, so I would say that's good."
4050,0,"- Well, i'm going to bed now. I'm tired and i have a meeting to go to tomorrow. Sometimes it really sucks to be unemployed. "
4051,0," Well, just the show for Calvin and Mine that Bird. Great triple crown for him though!"
4052,0," well... yes. and I promised to go out tonight, fuck. All I want to do is eat ice-cream and watch romcoms (cliché, me?)"
4053,0,- went to the library &amp; checked out no books for me.    Guess I'll chip away at the Mt. Everest-sized stack next to my bed.  ;)
4054,0, we're fighting. He's frustrates me so damn much arghhh! About to watch Drag Me To Hell in this awkward silence. How fun!
4055,0, West Indies lost! Now the final is between Pakistan and Sri Lanka... Hope Pakistan wins!
4056,0, WHAHHH!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! NOO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
4057,0, what a day. I hope everyone is having a better day than me. What a mess I seem to make on a daily basis.
4058,1, what a great night!
4059,1,#NAME?
4060,1, what coursework are you doing?
4061,0,- What do you guys do when you can't sleep? 
4062,0, what happen with my pictureeeeeeeeeeeeeeeeeeeee
4063,0, what happened to taylor?
4064,0, What if Brad doesn't like me. He's so cool 
4065,0, What is this number six?
4066,0, what to do...
4067,0,#NAME?
4068,0, Whatever.
4069,0, whats all this dannygokey hate all about???
4070,1, whats good tonight!! lets make it gooooood! holler
4071,1, what's that about?
4072,0,- what's the appeal of Patrick Wolf and his cellulite? Why is it all over my tumblr dashboard?? 
4073,0, whats the point of wisdom teeth? NOTHING! grr in so much pain and i look like a chipmunk FML
4074,1, when i come around :  )
4075,0, Where did it all go to? Anyone in Charlotte want to come out tonight and play flashlight tag with me? It'll be cooler with a big group
4076,0, where is the sun? x)
4077,0, wheres a gvsu woman when ya need one
4078,0," while shooting tonight, i was murdered by miskeetoes - but mainly on my feet! and because i am slightly... http://tumblr.com/xge1x2wtl"
4079,0, my birdy lucky died this morning  its sooo sad 
4080,1, my birthday is in two days!.
4081,1, my birthday is on Monday 
4082,0, my boyfriend has a boyfriend 
4083,0," My browser very smoothly. Pros: Password activated, no history, TOTAL PRIVACY! Cons: Basic module. "
4084,0, my cells diedddd
4085,0, my chorus teacher gave the Children of Eden solo to ALL the senior girls... WTF. It's not a solo now! Stuck with the spiritual :/
4086,0, my computer doesn't drag clips into SV!
4087,0, My dad won't let me get my licesence until the summer..
4088,0, My dear wife is having a rough day at home.  Tweet me some good vibes for her and I'll forward them (she's not on twitter).
4089,0," my dog i wanted got adopted today,"
4090,0," my dog might have cancer. cheering myself up with night at the museum 2,green tea and love."
4091,0, my dumb asthma won't go away...
4092,0, my ears hurt
4093,0, my eva got hit by a drunk driver 
4094,0, my eyes are going to be all puffy later  argh...funerals....so sad...
4095,0, my fav shoes blew a seam. Geez and they aren't THAT old!  (@ work)
4096,0,- my feet are 3 times their normal size and puffing out of my sandals. 
4097,0, My feet hurt so bad. And My legs.... and ankles. Fuck!
4098,0, My fish got sick today. Tomorrow I will know how many survived.
4099,1," my Followers , i Change my mind about movie Star   i think i will playin Guitar"
4100,0, my friends are so mean lmao
4101,0, my girl makes me cry ugly!
4102,0, My girls got beat by the grubiest team in the primary girls football 5-2. On the upside my girls played great game 
4103,0," My goin out plans tonight have kinda got a mess, Jenn ended up having to be on call...hopefully will end up doin something"
4104,0," my grandfathe have a diabetes , i hate this world"
4105,1, my hair extensions are fucking sexy as hell!  Thanks for the support today Marissa i love you!
4106,0, my handsome is not safe this week!! Heartbreaking!! MAX!
4107,0, my harvest moon game keeps freezing! I have things to do on there! =(
4108,0, my head hurts
4109,0, my head hurts now.
4110,0, my head hurts.... joes fault...wanker...ghgo p ]# = kujhvc
4111,0," My head is hurting, my throat is sore, I can't hear the Day26 leak, the Day26 album on Amazon is fuc*ing expensive, I have homework :'("
4112,0, my healthy Harold sticker in stuck in my hair.
4113,0, my intert didnt cahgne im sad.
4114,0, my iPhone has NO SIGNAL in the theater. Boo #ignitephx
4115,1, My IPod Touch 2G is jailbroken
4116,0, My iTunes card just ran out.
4117,0, my legs hurt!
4118,0, my life
4119,0," My mom has only been back a night, and she has already driven me crazy.   She fucking spilled choc ice cream all over my car"
4120,0, my mom just figured out i like oranges. FML
4121,0, my mom says she wants you to come over soon anyways
4122,0, my mom's mean...
4123,1, my mood. Fantastic 
4124,1, my new best friend &lt;3
4125,1,- my new sleek coffee maker is on the way to find me! 
4126,0, My other brother's sick...
4127,0," My parakeet escaped. i'm pretty bummed, but kudos to Storm Rider for following his dreams."
4128,0, while taking the girls to see UP then lunch then school for tourtering then class tonight.
4129,1, whooo time to kill some zombies
4130,0, why am i not in dallas? goodnight.
4131,0, why are you sick?
4132,0, why cant anything good happen for or to me? i jus want to be in love. :'( *crying*
4133,0, Why can't I just be a heartless bitch?
4134,0, why can't people understand when you want to keep a wedding small that you can't invite everyone you know?
4135,0, Why didn't they have my size?   http://twitpic.com/7xyxv
4136,0, Why do bands release digital only versions of EPs? I want a CD copy :@ At least I'll be able to get this one I guess :/
4137,0, why do you have to be so mean?
4138,0, why does my corey smith station play nothing but hootie and the blowfish. 
4139,0, why does nobody want to hire me?!
4140,0, why does the optician hate me. stoopid glasses.
4141,0, Why hasn't he called. I'm being blown off yet again.
4142,0, why is it that i am always so damn unlucky! It's not fair I'm like crying right now uhdjfdfjkdsfhds;kfjhds;fkdjhflk;dfjdslkfjd;lkfjd;lfkm
4143,0, why is this taking so long!?
4144,0, why? cheer up ily ryan lol @ryan241241
4145,0, why? GOODNIGHT WORLD.
4146,0, why?? why why!! ???? so sad
4147,0, whys everything complicatedddddddddddd.
4148,0, whys there no britbrit official fan club anymore i need to join
4149,0," Will have to wait to next week to meet C and N because of trip to Tokyo, darnit. Can't wait to meet them. Congratulations, Heidi babes!"
4150,0, will it ever enddd??
4151,0," wish i could have gone bowling tonight, ahh well Dr chace! &lt;3"
4152,0, wish i could've made things better baybeh'
4153,0, wish people didnt make stupid mistakes like you did....all i need now is a bottle of wine and curl up in a blanket on my own
4154,1, wish you were here! Yea you!!
4155,0, wishh people were being cooler
4156,0, Wishin he would just trust me
4157,0, wishing he didn't make me smile; my heart wouldn't jump so daggone much and confirm what I've tried to deny: i still love him.
4158,0, wishing i could fall off the face of the earth! Why does school have to be soooooo expensive?!!
4159,0, wishing it was 5!! Bored to death! Need a nap and some ice cream!!
4160,1, wishing on a star
4161,1, WitH kAtIE!
4162,1,- With my boys! &lt;3 
4163,0, withdrawals
4164,0, wna play acoustic but bust my high E string yesterday 
4165,0," woe! even after updating my name, I'm not searchable by &quot;brilliance in sight&quot; maybe Twitter will catch up!"
4166,0, woke up early to wash and dry my tie dye shirt...the stupid thing is still wet. =[ FML.
4167,0, woke up to a nightmare...
4168,0, won't know if Cyrus is okayfir another two weeks. :/
4169,0,- Won't someone PLEASE give me a job? Pretty please?! A physics degree has to count for something? 
4170,1, Woo! Can't wait to watch 'Transformers 2: Revenge Of The Fallen'!
4171,0, work again uhhhhhhhhhmmmmmmm how i would love to snuggle in my warm bed again...
4172,0, work now
4173,0," work today...oh well, only 2+ months left!"
4174,0," work, and i need to get used to this website..kind of confusing"
4175,1, working and enjoying
4176,0, working tonight when i shouldn't be
4177,0, worried about the bf. He's been having pains on the left side of his stomach. If it doesn't get better soon we're going to see the doctor
4178,0," worst day ever!! its raining.. i want to eat, and i want to go home.. ='( http://plurk.com/p/pbh1r"
4179,0, worst moment of my lifeeee... WILSON IS MOVING TO COLORADOOOO
4180,0," worst mood i have ever been in, ever."
4181,1," wow!!!soooo soooooo glad you visited here in the philippines!!! your awesome!!,.,...,..you made Filipinos happy,...like me!!"
4182,0, wow.  feeling seriously let down by the big guys.  http://bit.ly/9QyTz
4183,1, wrote another song!! yeah!! third one this week! I'm rockin and rollin it! haha...lolz... &lt;3
4184,0, wtf is it raining? My hair is gonna be ruined!
4185,0, WTF was I doing  :'( WTF
4186,0," wtf, cole why are you being a fucktard just stay human ! this refers to charmed btw"
4187,0, y must i hve graduation practice...all im gonna is walk
4188,1, YA Kim come home today! My life is back in order!
4189,1, yay for summer!!! Its officially summer when there are a lot of teenagers in the pool!! Lol
4190,1, yay Queen is here!
4191,0, yeah i do
4192,1, yeah i really miss my bus kids so much. They mean so much to me especially the Jaimes family
4193,0, yeesh 
4194,1, yeps! )) that was amazing! xD finally something away from my house! Haha. @myhaloromance
4195,0," Yes, I'm watching qualification now.  Hamilton's out of Q1. You watching it @AtomicT?"
4196,1, yesterday was great! hahaha
4197,1,- Yet another 6am studio finish...but great results  
4198,1, yey to night I´ll see Wolverine with a friend *dancing*
4199,1, you always show up at the right time. #istillbelieve  --------------------------------------... Read more at http://bit.ly/nMjHV
4200,1, you are amazing bby.
4201,1, you guyss are amazing
4202,0," You know what these random followers are like, they leave you if you don't drop everything and follow them back instantly. Meh!"
4203,1, your welcome
4204,0, you're ironing early! Going out? Probably karma for keeping me up past my bedtime. Knackered.
4205,1,- you're welcome  http://aweber.com/b/22u8Z
4206,1, Youtubee!
4207,0, youtwitface  #youtwitface #YouTwitFace
4208,1, yup yup life is goooooood again... finally.....i guess the saying is true sometimes to take one step forward you do have to take two back
4209,1, Yx is ok. Evn thy saw an acdnt. She is ok. Good to hear frm her.
4210,1, Zelda game artwork I seriously hope Link is really older than ever before sure looks it.
4211,1,! @ecstaticist  My 1st ambition as a little girl was to become an astronomer. Sometimes I wonder if it's not too late ...
4212,1,! am off to eat swiss food! shall be fun   good to spend a night with the boys &gt;&lt; /out
4213,0,! I need a new graphics card if I want The Sims 3!    !
4214,1,! RB  @verawooten: &quot;@ladypn: &quot;Its a Brand New Day already! Time to leave the dance party!   &quot;&quot; GooD Morning ? http://blip.fm/~7b9sk
4215,0,!! @JordanisCreativ ...nice seeing you out! too bad we didn't get to chat! 
4216,0, my pendrive is broken...it feels that my stars are not good today.
4217,0, my phone died.... Now i have to use my dads other one....
4218,0, my phone is bout to brake
4219,0, my pic with harry is so bad
4220,0, my poor bunny just ripped his ear all to pieces off to the vet in the a.m.
4221,0, my prescription isn't covered on our insurance sad face
4222,0, My puupy is still in hospital  I was crying soo much last night for him &lt;3
4223,0, My shoulder's acting up.
4224,0, My sister got a lunch date and I don't
4225,0,"- My sister Janet's friend Julie passed away this morning from cancer, please say a prayer for her family. She was only 39 - so very sad! "
4226,0, my sister just graduated...
4227,0, my stomach hurts!!!
4228,0, My sunglasses are full of Ben&amp;Jerry´s !!
4229,0, my thoart hurts again. i was shouting heaps
4230,1, my uncles here yay
4231,1," My vector problems have vanished! I'm looking forward to my Maths exams now, provided I don't do silly mistakes."
4232,0, my video is taking eons to upload!! silly facebook.
4233,0, my whole body is aching... didnt thought the aftermath of a chalet could be this bad.
4234,0, my windshield cracked 
4235,0, myspace isn't working
4236,0, n im still @ work
4237,0, nadal's not playing #wimbledon.
4238,0," neck hurts, meds dont help."
4239,0, need new group.
4240,1, Need to be next to you Tucking u in and saying goodnight Smiles xxooxox
4241,0, need to steal a macbook to play this sims 3
4242,0, never drinking again... Famous last words it says with it's headache / hangover.
4243,0, never thought it'd be like this.
4244,1, New follower! Thx 2 u!!!! Ye 4 day weekend started friday last day 2mozz. Nothing 2day computer
4245,0, new paramore now
4246,0, night all i feel funny
4247,0, Nightmare - Dreamt I had moved back into the house of doom with evil landlord... Eeeek!
4248,1, niice day&lt;  ?
4249,0, nip/tuck has been cancelled.
4250,0, no boby will not talk 2 me 
4251,0, no diving for me today... we'll try again next week... #bsb
4252,0, no drama today. but thats OK coz. i super happy 
4253,0, no eagles tickets for k3v0
4254,0, no encontre a pololo en Mr Twitter
4255,0, No fair...can't I have abit of curry?
4256,1, no finals today!  Three more days til I'm a senior 
4257,0, No Followers
4258,1, no Insomnia tonight!! yey!!
4259,0," no mel in religion, i guess im spilling all my boy stories to jackie tomorrow."
4260,0, no more brother for 2 weeks.....
4261,0, No more FOX for me.
4262,0, no more margaret #theapprentice gutted
4263,0, no more Miami this weekend!! Boooo I'm officially a workaholic wooo
4264,0, no no noo i absolutely refuse to be sick at a time like this !
4265,0, no one calls me anymore
4266,0, no one to go shopping with
4267,0, no party for me  http://myloc.me/29O7
4268,0," No seniors today. Depressing.   I was supposed to bake cookies, but then we had no cookie dough,so... Bah."
4269,0, No site will upload my video. I've been trying for like 50hrs now! Blessings 
4270,0,!!! to bad u have a boyfriend! 
4271,1,!!!!! I just saw the FUSE commercial for DMB playing at Beacon Theatre!!  made me super excited!
4272,1,!!!!!!! i love exclamation points 
4273,0,!!!!!!!!!! OMG!!!!!!! I lost all of my photage and stuff for the new video that was coming out monday... sorry guys looks like no new vid 
4274,0,!!!!!!!!!!!!!!!!!!!! No MGS1!? 
4275,1,!!!@ShiaoMei: &quot;@pinkpolkadots @djsurfer ...  Stelly Dan!!  &quot; ♫ http://blip.fm/~7tknp
4276,0,"!!!sigh!!! done washing dishes, hate it sO much, but i dont hve Choice we got only 1 maid  here the other one just left a few month ago "
4277,1,!/4 mile drag race video from inside my GTO. Lot's of fun for my daily driver.  http://tinyurl.com/nyye5x Try viewing full screen.
4278,1,!@bkdodgr  We'll always have Paris 
4279,1,"!@fryed If I were to perform an interpretive dance of Twitter, that would be it. "
4280,1,!@kwwheeler  Twitter: How to live vicariously in 140 characters or less 
4281,1,"!@MattieJ Yoopers spell it C eh N eh D eh, eh? "
4282,1,!@monettenom Perfect!  Thank you! http://twitpipe.com/
4283,1,!freebsd jails-ing make me rockers 
4284,0,!mercurial-crew can't find osutil ... can't hg update to the old revision 
4285,0, A couple of very liberal people I know thought Brokeback Mountain was  stupid exploitation.
4286,0,""" Brokeback Mountain "" is tragic, but immensely well-executed, never feeling moralistic."
4287,1, Harry Potter  series ( because of the delicious way my life is sucked away when I read it )..
4288,1,""" I loved Brokeback Mountain and I haven't seen Crash, but I still feel like people are..."
4289,1, Mission Impossible 3  was awesome and if you didn't see it because of some problem you have with Tom Cruise then stop pretending as though you actually like moives.
4290,0," Mission Impossible 3 sucks like a Theatan energy field!
4291,0,Kaggle, Or that awful "" Goth twist on Brokeback Mountain "" the "" Shattered-Spine Emo-Mound of cow shit."
4292,1, The Da Vinci Code  is awesome though.
4293,0,""" Thinking back to my comment to anax, I decided to write a really awful Harry Potter fanfic, rife with faked Mary Sue-ism..."
4294,0,"# @Rockchic65 Aw, poor you  Hope it's not oinkflu! ;)"
4295,1,# 1 perk when working for the PGA: free tickets to one of the most famous golf tournaments in the world 
4296,0,# About to head back to work - the holidays over 
4297,0,# Butterfly # - Delta Goodrem! Aaah this was my favourite song when I was years younger. I miss my old house. The Australian sunsets!  
4298,0,# cough # runny nose or stuffy nose # sore throat # body aches # headache  4 more and i would have flu 
4299,1,# state of origin: go queensland!! 
4300,1,##Followfriday @AstrologyLesson for esoteric secrets of astrology and informative astrology lessons 
4301,0,#&amp;%^@ it's june bug season again.  
4302,0,"#&amp;iranelection I am a Muslim Turk living in St. Louis, MO and I will pray for the victims. "
4303,1,#^%^%#&amp;%!@!! sharepoint 
4304,0,#1  Shasta Magic- baaad.
4305,1,#1 Birthday Wish: For Pat Lam to tell me Happy Birthday  Happy Birthday to Freak 
4306,1,#1 Google search result for &quot;want to see something gross&quot; is my blog... couldn't be prouder! 
4307,0, no text...
4308,0, no tickets left for non-memers to chelsea flower show
4309,0, nobody loves me... Everybody hates me .. I'm going to go eat worms now
4310,0, NOBODYS TALKIN 2 VICKEY 2DAY LOL
4311,0, non of my old teachers are at kennedy anymore! (
4312,0, NOOO!!!!!I hate when this HAPPENS!My mom wasn't able to get the paper sighed and now i cant go skate with my friends in NH. (boho)
4313,0, noooo it doesnt work w/ iPods! i rly wanted unlimited music for $15 a month!
4314,0, nose bleeds are back its been years gonna get it fixed again lol
4315,0, not a good day at uni...
4316,0, not a good look. Oh well u did it to urself.
4317,0, not a happy bunny today i have to go to school in 6 mins .........school sucks!
4318,0, not allowed to get a webcam...did i already say that? oh well
4319,0, Not doing acting anymore! It was a fake place! NO STEALING MY PARENTS MONEY!!!!!! 
4320,0, not going to green man now. So sad
4321,0, not going to the visa championships this year because I need to save money. good luck @NLiukin
4322,0, not good hospital in 5 mins
4323,0, not good right now.
4324,0, not happy at all at the moment.. :'(
4325,0, not happy with that at all !!
4326,0,#NAME?
4327,0, not looking forward to my 10 hour shift tomorrow.
4328,0,- not really feelin good . 
4329,1, not really sure what to do.
4330,0, not tired but have no1 to chat with. Lol. Oh the irony!!!
4331,1, nothing but ready...
4332,0, Nothing EVER goes according to plan for me. Now I might only see Katy once. this is so sad. 
4333,1, nothing like a good test of willpower!
4334,1, nothing to say
4335,0, Now dad will tell mom to put the toys higher up cause I'm taller than she thought. I knew I shoulda waited til they left. Gosh darn it!
4336,1, now i can focus on hw!!!
4337,1, now I'm really leaving... horray for KIDS!
4338,1, now its FREE! Somehow?
4339,0, now they said the airplane door is shut so I have to shut down cus the tweets get trapped on the plane. See u out there! ;•o
4340,0, now what colie?
4341,1, Nugget bit Jack. I told him not to poke the poor hamster!
